accession	first_public	tax_id	scientific_name	base_count	last_updated	description
AY165542	2003-05-01	47314	Drosophila novamexicana	743	2006-11-14	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY154833	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154831	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154875	2003-03-03	7230	Drosophila mojavensis	878	2005-04-16	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194424	2005-05-07	296643	Drosophila pseudoananassae nigrens	1779	2006-02-27	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348878	2001-04-16	47315	Drosophila auraria	667	2006-11-14	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348885	2001-04-16	137068	Drosophila subauraria	667	2006-11-14	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
CK131258	2003-12-03	7227	Drosophila melanogaster	607	2003-12-03	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
CV790484	2004-11-12	7245	Drosophila yakuba	726	2004-11-12	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785893	2004-11-12	7245	Drosophila yakuba	467	2004-11-12	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.
BI628420	2001-09-11	7227	Drosophila melanogaster	590	2001-09-11	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.
BI571028	2001-09-07	7227	Drosophila melanogaster	676	2001-09-07	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571793	2001-09-07	7227	Drosophila melanogaster	530	2001-09-07	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571034	2001-09-07	7227	Drosophila melanogaster	547	2001-09-07	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
CV042948	2004-08-24	7240	Drosophila simulans	535	2004-08-24	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AY695387	2006-08-01	133974	Drosophila caribiana	1141	2006-11-14	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AA567713	1997-09-11	7227	Drosophila melanogaster	281	2001-04-25	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.
BF501656	2000-12-07	7227	Drosophila melanogaster	371	2001-04-26	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AA820792	1998-02-18	7227	Drosophila melanogaster	587	2003-12-03	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.
M57300	1991-06-27	7228	Drosophila mettleri	4616	2006-11-14	Drosophila mettleri alcohol dehydrogenase gene, complete cds, and alcohol dehydrogenase pseudogene, complete.
AF006566	1997-09-11	7234	Drosophila persimilis	3486	2005-04-15	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY279328	2004-03-31	30038	Drosophila mimetica	2698	2006-11-14	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
X04672	1987-06-07	7238	Drosophila sechellia	4582	2006-11-14	Drosophila sechellia gene for alcohol dehydrogenase
M60793	1992-06-06	7272	Drosophila nigra	894	2006-11-14	Drosophila nigra alcohol dehydrogenase gene, complete cds.
M63287	1991-04-04	32382	Drosophila heteroneura	1634	2006-11-14	Drosophila heteroneura alcohol dehydrogenase gene, complete cds.
M63390	1991-04-04	7236	Drosophila planitibia	1616	2006-11-14	Drosophila planitibia alcohol dehydrogenase gene, complete cds.
U68472	1999-01-06	30013	Drosophila madeirensis	1403	1999-09-17	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.
X62222	1992-10-16	7237	Drosophila pseudoobscura	3479	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62236	1992-10-16	7237	Drosophila pseudoobscura	3479	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64471	1992-10-16	7237	Drosophila pseudoobscura	3493	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64478	1992-10-16	7237	Drosophila pseudoobscura	3506	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
JF735885	2011-10-24	614641	Drosophila tenebrosa	531	2011-10-24	Drosophila tenebrosa alcohol dehydrogenase gene, partial cds.
M63303	1991-04-04	7219	Drosophila differens	1630	2006-11-14	Drosophila differens alcohol dehydrogenase gene, complete cds.
X62184	1992-10-16	7237	Drosophila pseudoobscura	3481	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62192	1992-10-16	7237	Drosophila pseudoobscura	3481	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62233	1992-10-16	7237	Drosophila pseudoobscura	3499	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
M19263	1988-10-04	7240	Drosophila simulans	4607	2006-11-14	D.simulans alcohol dehydrogenase gene, complete cds.
U68470	1999-01-06	7266	Drosophila guanche	1323	1999-09-17	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.
X62186	1992-10-16	7237	Drosophila pseudoobscura	3501	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62209	1992-10-16	7237	Drosophila pseudoobscura	3457	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62191	1992-10-16	7237	Drosophila pseudoobscura	3472	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62198	1992-10-16	7237	Drosophila pseudoobscura	3485	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62200	1992-10-16	7237	Drosophila pseudoobscura	3480	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62225	1992-10-16	7237	Drosophila pseudoobscura	3478	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62182	1992-10-16	7237	Drosophila pseudoobscura	3502	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62189	1992-10-16	7237	Drosophila pseudoobscura	3457	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64469	1992-10-16	7237	Drosophila pseudoobscura	3471	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
U07641	1994-07-04	7227	Drosophila melanogaster	1140	2005-04-17	Drosophila melanogaster alcohol dehydrogenase mRNA, complete cds.
X62194	1992-10-16	7237	Drosophila pseudoobscura	3465	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62203	1992-10-16	7237	Drosophila pseudoobscura	3499	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62215	1992-10-16	7237	Drosophila pseudoobscura	3499	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238779	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238775	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AF264078	2000-05-30	46793	Drosophila paulistorum	405	2005-04-15	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.
AF264079	2000-05-30	46795	Drosophila pavlovskiana	405	2005-04-15	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.
DQ471662	2006-07-20	47316	Drosophila littoralis	711	2006-07-20	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.
DQ471665	2006-07-20	40370	Drosophila montana	711	2006-07-20	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.
MG684381	2018-02-04	88882	Drosophila kepulauana	730	2018-02-04	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.
MG684383	2018-02-04	157059	Drosophila siamana	719	2018-02-04	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.
U26838	1995-06-30	40367	Drosophila flavomontana	957	2005-04-17	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.
U94199	1998-02-23	46802	Drosophila lineosetae	222	2005-04-18	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.
U94207	1998-02-23	46827	Drosophila tanythrix	204	2005-04-18	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.
X78402	1994-05-31	7227	Drosophila melanogaster	44	2006-11-14	D.melanogaster DNA alcohol dehydrogenase null activity allele
AF264080	2000-05-30	46791	Drosophila sucinea	405	2005-04-15	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.
AY006419	2001-09-04	7236	Drosophila planitibia	510	2005-09-26	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.
AY006421	2001-09-04	46818	Drosophila substenoptera	510	2005-09-26	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.
AY006425	2001-09-04	48319	Drosophila ingens	510	2005-09-26	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.
EU532120	2010-01-21	46792	Drosophila insularis	566	2010-01-21	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631468	2011-08-30	7237	Drosophila pseudoobscura	290	2012-01-02	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.
HQ631476	2011-08-30	109356	Drosophila leontia	290	2012-01-02	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.
U48715	1996-04-10	46435	Drosophila hawaiiensis	3335	2005-04-17	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.
X98338	1996-12-22	7227	Drosophila melanogaster	2071	2005-04-18	D.melanogaster mRNA for alcohol dehydrogenase related protein
AF059891	1998-04-28	7257	Drosophila robusta	290	2005-04-15	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
AY006408	2001-09-04	48321	Drosophila hanaulae	510	2005-09-26	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.
AY006416	2001-09-04	7219	Drosophila differens	510	2005-09-26	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.
AY750117	2005-12-31	311474	Drosophila longiserrata	911	2006-07-20	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.
AY750124	2005-12-31	189258	Drosophila micromelanica	911	2006-07-20	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750135	2005-12-31	311480	Drosophila medioconstricta	911	2006-07-20	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471629	2006-07-20	30041	Drosophila polychaeta	711	2006-07-20	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471666	2006-07-20	103845	Drosophila nannoptera	711	2006-07-20	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.
DQ471633	2006-07-20	381460	Drosophila fluvialis	711	2006-07-20	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.
AY006422	2001-09-04	46804	Drosophila melanocephala	510	2005-09-26	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.
DQ471656	2006-07-20	302448	Drosophila anceps	711	2006-07-20	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.
EU532118	2010-01-21	46790	Drosophila equinoxialis	573	2010-01-21	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.
EU532119	2010-01-21	7260	Drosophila willistoni	533	2010-01-21	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.
GQ376036	2009-08-02	7274	Drosophila serrata	410	2009-08-03	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.
DQ471632	2006-07-20	309936	Drosophila daruma	711	2006-07-20	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.
AY006414	2001-09-04	47010	Drosophila silvestris	510	2005-09-26	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.
AF264076	2000-05-30	46792	Drosophila insularis	405	2005-04-15	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.
DQ471627	2006-07-20	381448	Drosophila angor	711	2006-07-20	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.
DQ471634	2006-07-20	309938	Drosophila latifshahi	711	2006-07-20	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.
AF264075	2000-05-30	126477	Drosophila fumipennis	405	2005-04-15	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.
U90955	1997-11-14	7282	Drosophila obscura	453	2006-11-14	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.
GQ376031	2009-08-02	88886	Drosophila sulfurigaster	410	2009-08-03	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.
U90953	1997-11-14	57873	Drosophila hubeiensis	432	2006-11-14	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.
U48714	1996-04-08	7222	Drosophila grimshawi	3644	2005-04-18	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.
GQ376032	2009-08-02	46829	Drosophila birchii	410	2009-08-03	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.
U94208	1998-02-23	58308	Drosophila dasycnemia	204	2005-04-18	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.
AY238771	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238773	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AF260696	2000-09-20	137002	Drosophila biseriata	487	2005-04-15	Drosophila biseriata alcohol dehydrogenase-related protein gene, partial cds.
KM016476	2014-09-24	7240	Drosophila simulans	478	2014-09-24	Drosophila simulans isolate KY34 alcohol dehydrogenase-related gene, intron.
U95267	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.
KM016473	2014-09-24	7240	Drosophila simulans	480	2014-09-24	Drosophila simulans isolate KY02 alcohol dehydrogenase-related gene, intron.
AB261130	2007-11-03	387621	Drosophila quadrilineata	859	2007-11-03	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.
AB261141	2007-11-03	30019	Drosophila busckii	820	2007-11-03	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.
AF260694	2000-09-20	7221	Drosophila funebris	453	2005-04-15	Drosophila funebris alcohol dehydrogenase-related protein gene, partial cds.
AF260698	2000-09-20	30043	Drosophila repleta	451	2005-04-15	Drosophila repleta alcohol dehydrogenase-related protein gene, partial cds.
AY279322	2004-03-31	7245	Drosophila yakuba	1741	2006-11-14	Drosophila yakuba alcohol dehydrogenase related (Adhr) gene, complete cds.
DQ471636	2006-07-20	381473	Drosophila sp. T	711	2006-07-20	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.
KM016468	2014-09-24	7240	Drosophila simulans	476	2014-09-24	Drosophila simulans isolate KY33 alcohol dehydrogenase-related gene, intron.
AB261129	2007-11-03	157053	Drosophila annulipes	835	2007-11-03	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.
AY279324	2004-03-31	7220	Drosophila erecta	976	2006-11-14	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.
U76485	1997-03-06	7231	Drosophila mulleri	261	2000-03-04	Drosophila mulleri alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.
U76486	1997-03-06	7230	Drosophila mojavensis	245	2000-03-04	Drosophila mojavensis alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.
U95265	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.
DQ471643	2006-07-20	7244	Drosophila virilis	711	2006-07-20	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.
U95257	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.
AB154554	2004-04-01	30033	Drosophila kikkawai	686	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh13.
AF201434	2000-07-03	7240	Drosophila simulans	480	2006-11-14	Drosophila simulans isolate C167 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201448	2000-07-03	7240	Drosophila simulans	479	2006-11-14	Drosophila simulans isolate MD221 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284478	2000-11-02	7226	Drosophila mauritiana	701	2006-11-14	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471617	2006-07-20	381448	Drosophila angor	711	2006-07-20	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471642	2006-07-20	381452	Drosophila barutani	711	2006-07-20	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110511	2011-05-06	7271	Drosophila nebulosa	795	2011-06-02	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110513	2011-05-06	30039	Drosophila neocordata	832	2011-06-02	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.
KX976506	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_COST_1235_2 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976515	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_3_23 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976519	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_4_21 alcohol dehydrogenase (Adh) mRNA, complete cds.
M62742	1991-07-11	7268	Drosophila mayaguana	905	2006-11-14	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
U95275	1999-01-06	7271	Drosophila nebulosa	1251	2005-04-18	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.
AB154561	2004-04-01	30033	Drosophila kikkawai	683	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh20.
AF201425	2000-07-03	7226	Drosophila mauritiana	475	2006-11-14	Drosophila mauritiana isolate G52 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201428	2000-07-03	7240	Drosophila simulans	479	2006-11-14	Drosophila simulans isolate TT00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201432	2000-07-03	7240	Drosophila simulans	480	2006-11-14	Drosophila simulans isolate NC37 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201437	2000-07-03	7240	Drosophila simulans	479	2006-11-14	Drosophila simulans isolate MD106 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201440	2000-07-03	7240	Drosophila simulans	479	2006-11-14	Drosophila simulans isolate RU35 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201441	2000-07-03	7240	Drosophila simulans	480	2006-11-14	Drosophila simulans isolate RU00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201443	2000-07-03	7240	Drosophila simulans	479	2006-11-14	Drosophila simulans isolate RU07 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284474	2000-11-02	7226	Drosophila mauritiana	702	2006-11-14	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.
AY095941	2003-05-01	42027	Drosophila kuntzei	431	2008-12-16	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.
AY095947	2003-05-01	193352	Drosophila unispina	442	2008-12-16	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471614	2006-07-20	381448	Drosophila angor	711	2006-07-20	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471625	2006-07-20	381468	Drosophila perlucida	711	2006-07-20	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471646	2006-07-20	2609301	Drosophila bipatita (nomen nudum)	711	2006-07-20	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.
JX455215	2012-09-03	7240	Drosophila simulans	480	2014-01-02	Drosophila simulans isolate HW46 alcohol dehydrogenase (Adhr) gene, intron 1.
M62743	1991-07-11	7264	Drosophila buzzatii	908	2006-11-14	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
U95251	1999-01-06	7260	Drosophila willistoni	1174	2005-04-18	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.
U95256	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.
AF201436	2000-07-03	7240	Drosophila simulans	480	2006-11-14	Drosophila simulans isolate DSR alcohol dehydrogenase (Adhr) gene, intron 1.
AF201438	2000-07-03	7240	Drosophila simulans	480	2006-11-14	Drosophila simulans isolate MD225 alcohol dehydrogenase (Adhr) gene, intron 1.
AY095950	2003-05-01	7283	Drosophila phalerata	430	2008-12-16	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.
AY335201	2003-12-31	30047	Drosophila sturtevanti	792	2005-04-16	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471647	2006-07-20	311478	Drosophila bai	711	2006-07-20	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.
KX384732	2017-01-03	42062	Drosophila nasuta	1122	2017-01-03	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.
AB154552	2004-04-01	30033	Drosophila kikkawai	683	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh11.
AF284477	2000-11-02	7226	Drosophila mauritiana	702	2006-11-14	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.
AY804555	2005-10-06	7245	Drosophila yakuba	759	2005-10-06	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471622	2006-07-20	381462	Drosophila hei	711	2006-07-20	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.
KX976490	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_BIOKO_NE_4_6 alcohol dehydrogenase (Adh) mRNA, complete cds.
DQ471641	2006-07-20	311476	Drosophila neokadai	711	2006-07-20	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.
AY095935	2003-05-01	42028	Drosophila limbata	447	2008-12-16	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.
AB669828	2014-01-02	73155	Drosophila biauraria	842	2014-01-02	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.
AB669872	2014-01-02	307242	Drosophila ohnishii	843	2014-01-02	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.
AB825962	2015-12-16	94110	Drosophila trapezifrons	836	2015-12-16	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.
AF459767	2002-05-16	73157	Drosophila nikananu	290	2006-11-14	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459783	2002-05-16	67533	Drosophila rufa	290	2006-11-14	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY459545	2003-11-30	7240	Drosophila simulans	618	2006-08-19	Drosophila simulans alcohol dehydrogenase gene, partial cds and 5' flanking region.
EU999242	2008-09-09	40366	Drosophila americana	840	2008-09-09	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.
KJ767237	2014-09-04	7227	Drosophila melanogaster	872	2014-10-29	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.
U64522	1996-08-16	7237	Drosophila pseudoobscura	3481	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.
U64544	1996-08-16	7237	Drosophila pseudoobscura	3476	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.
U64559	1996-08-16	7237	Drosophila pseudoobscura	3499	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.
AB669827	2014-01-02	73155	Drosophila biauraria	842	2014-01-02	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.
AB669849	2014-01-02	137355	Drosophila burlai	833	2014-01-02	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.
AF136692	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136702	1999-06-03	40372	Drosophila americana texana	884	2005-04-15	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.
AF459760	2002-05-16	29029	Drosophila eugracilis	290	2006-11-14	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
